clienteId,transaccionId,fecha,canal,ipOrigen
CL-0267,TX-02267,2023-08-08,app_movil,166.93.53.230
CL-0268,TX-02268,2024-04-19,app_movil,209.79.241.136
CL-0269,TX-02269,2024-11-02,transferencia,32.0.225.61
CL-0270,TX-02270,2024-05-16,app_movil,205.36.28.176
CL-0271,TX-02271,2023-06-14,app_movil,210.237.251.182
CL-0272,TX-02272,2023-10-25,app_movil,181.86.138.180
CL-0273,TX-02273,2024-05-23,POS,106.100.65.49
CL-0274,TX-02274,2023-12-15,online,122.57.128.39
CL-0275,TX-02275,2024-07-07,POS,14.171.214.29
CL-0276,TX-02276,2024-09-08,transferencia,167.76.6.115
CL-0277,TX-02277,2024-07-20,transferencia,156.5.167.222
CL-0278,TX-02278,2024-04-26,POS,96.179.136.165
CL-0279,TX-02279,2024-12-11,online,148.100.207.190
CL-0280,TX-02280,2024-03-04,transferencia,164.198.133.232
CL-0281,TX-02281,2023-06-27,POS,128.192.41.174
CL-0282,TX-02282,2024-03-07,online,65.67.95.113
CL-0283,TX-02283,2024-08-08,online,81.200.7.103
CL-0284,TX-02284,2024-08-06,app_movil,6.77.162.212
CL-0285,TX-02285,2024-03-24,ATM,90.56.47.95
CL-0286,TX-02286,2023-03-02,ATM,27.172.174.82
CL-0287,TX-02287,2024-06-24,ATM,202.238.220.91
CL-0288,TX-02288,2024-09-04,app_movil,117.25.250.204
CL-0289,TX-02289,2024-10-17,transferencia,19.172.86.85
CL-0290,TX-02290,2023-07-20,ATM,136.42.143.222
CL-0291,TX-02291,2024-02-13,ATM,81.25.61.66
CL-0292,TX-02292,2023-08-04,transferencia,88.154.19.124
CL-0293,TX-02293,2023-05-26,POS,53.56.121.115
CL-0294,TX-02294,2023-08-30,transferencia,50.251.25.65
CL-0295,TX-02295,2024-09-10,online,29.230.249.82
CL-0296,TX-02296,2024-11-13,online,73.110.242.63
CL-0297,TX-02297,2024-09-23,ATM,114.236.97.241
CL-0298,TX-02298,2023-06-07,app_movil,49.163.28.207
CL-0299,TX-02299,2024-03-26,POS,61.204.38.176
CL-0300,TX-02300,2024-11-17,transferencia,170.159.237.240
CL-0301,TX-02301,2023-02-16,transferencia,99.63.199.157
CL-0302,TX-02302,2024-08-10,app_movil,115.75.211.79
CL-0303,TX-02303,2023-10-15,online,44.50.13.77
CL-0304,TX-02304,2023-02-26,online,220.32.51.11
CL-0305,TX-02305,2023-07-12,transferencia,158.1.194.247
CL-0306,TX-02306,2024-07-03,online,5.220.17.97
CL-0307,TX-02307,2024-02-14,ATM,206.80.29.169
CL-0308,TX-02308,2023-07-28,ATM,148.153.125.254
CL-0309,TX-02309,2024-06-19,ATM,191.143.59.160
CL-0310,TX-02310,2023-08-21,transferencia,190.16.209.45
CL-0311,TX-02311,2024-08-25,POS,20.227.4.172
CL-0312,TX-02312,2023-10-02,transferencia,194.9.51.45
CL-0313,TX-02313,2024-09-23,online,60.250.195.249
CL-0314,TX-02314,2024-05-14,ATM,29.25.197.60
CL-0315,TX-02315,2023-10-28,online,181.195.206.173
CL-0316,TX-02316,2024-08-10,POS,35.255.57.9
CL-0317,TX-02317,2024-03-15,ATM,160.199.21.24
CL-0318,TX-02318,2023-08-31,POS,135.144.213.116
CL-0319,TX-02319,2024-01-08,POS,105.233.67.177
CL-0320,TX-02320,2024-12-10,transferencia,90.129.64.173
CL-0321,TX-02321,2023-11-23,transferencia,118.142.108.60
CL-0322,TX-02322,2024-11-24,transferencia,122.114.143.207
CL-0323,TX-02323,2023-02-08,POS,99.83.139.4
CL-0324,TX-02324,2024-09-24,app_movil,151.255.141.234
CL-0325,TX-02325,2024-08-22,online,55.54.75.186
CL-0326,TX-02326,2024-03-22,online,68.5.184.222
CL-0327,TX-02327,2024-07-02,POS,121.147.146.30
CL-0328,TX-02328,2024-08-08,POS,57.42.207.65
CL-0329,TX-02329,2023-08-02,app_movil,206.153.225.83
CL-0330,TX-02330,2024-08-24,online,10.0.244.26
CL-0331,TX-02331,2023-03-08,app_movil,34.63.176.64
CL-0332,TX-02332,2024-10-28,ATM,200.252.35.68
CL-0333,TX-02333,2024-05-29,app_movil,128.60.181.237
CL-0334,TX-02334,2024-08-14,ATM,219.241.69.46
CL-0335,TX-02335,2023-05-16,ATM,215.34.113.219
CL-0336,TX-02336,2024-06-01,transferencia,85.70.157.233
CL-0337,TX-02337,2024-01-05,ATM,59.49.113.231
CL-0338,TX-02338,2024-07-27,online,39.23.12.131
CL-0339,TX-02339,2023-09-26,ATM,151.79.42.86
CL-0340,TX-02340,2023-09-27,transferencia,162.125.158.59
CL-0341,TX-02341,2024-08-31,online,34.96.181.132
CL-0342,TX-02342,2024-04-15,app_movil,11.63.172.77
CL-0343,TX-02343,2023-09-17,POS,214.236.208.222
CL-0344,TX-02344,2023-06-06,POS,91.36.222.158
CL-0345,TX-02345,2023-11-13,app_movil,88.123.24.78
CL-0346,TX-02346,2023-05-22,online,22.118.189.50
CL-0347,TX-02347,2024-01-19,POS,42.82.202.120
CL-0348,TX-02348,2024-09-24,online,61.51.105.141
CL-0349,TX-02349,2023-12-04,online,151.19.255.57
CL-0350,TX-02350,2023-09-12,app_movil,58.170.79.42
CL-0351,TX-02351,2024-08-03,online,17.208.215.246
CL-0352,TX-02352,2024-08-03,online,113.245.156.86
CL-0353,TX-02353,2023-05-22,POS,68.167.179.232
CL-0354,TX-02354,2024-10-29,online,99.143.4.161
CL-0355,TX-02355,2024-10-25,transferencia,54.143.195.184
CL-0356,TX-02356,2024-07-19,app_movil,173.204.6.131
CL-0357,TX-02357,2024-07-04,ATM,94.54.153.225
CL-0358,TX-02358,2023-01-14,ATM,134.62.156.224
CL-0359,TX-02359,2024-06-11,ATM,23.153.183.188
CL-0360,TX-02360,2024-07-19,app_movil,30.73.31.206
CL-0361,TX-02361,2023-02-20,online,205.17.95.19
CL-0362,TX-02362,2024-07-11,online,25.121.242.38
CL-0363,TX-02363,2023-10-04,POS,22.134.105.140
CL-0364,TX-02364,2024-07-27,online,114.199.219.193
CL-0365,TX-02365,2023-04-20,online,17.103.170.151
CL-0366,TX-02366,2024-10-11,POS,13.243.16.235
CL-0367,TX-02367,2024-09-02,online,42.45.18.192
CL-0368,TX-02368,2024-02-21,app_movil,94.186.166.240
CL-0369,TX-02369,2024-07-20,app_movil,155.169.62.70
CL-0370,TX-02370,2023-08-14,ATM,158.78.93.4
CL-0371,TX-02371,2023-12-27,online,96.61.59.55
CL-0372,TX-02372,2023-05-16,ATM,8.107.240.102
CL-0373,TX-02373,2024-03-15,app_movil,30.142.130.68
CL-0374,TX-02374,2024-10-25,transferencia,137.221.60.15
CL-0375,TX-02375,2024-02-18,ATM,66.178.213.58
CL-0376,TX-02376,2023-07-31,POS,61.132.16.94
CL-0377,TX-02377,2023-07-21,ATM,107.221.161.221
CL-0378,TX-02378,2024-06-02,app_movil,105.14.28.226
CL-0379,TX-02379,2024-04-01,app_movil,79.128.251.215
CL-0380,TX-02380,2024-01-25,transferencia,153.151.95.104
CL-0381,TX-02381,2023-12-16,ATM,98.44.173.68
CL-0382,TX-02382,2023-08-09,online,40.218.134.177
CL-0383,TX-02383,2024-04-03,app_movil,15.67.20.58
CL-0384,TX-02384,2023-06-05,app_movil,159.42.45.43
CL-0385,TX-02385,2024-03-25,app_movil,132.19.223.124
CL-0386,TX-02386,2023-09-06,POS,155.167.4.125
CL-0387,TX-02387,2024-09-03,POS,36.99.98.205
CL-0388,TX-02388,2023-04-17,transferencia,111.232.187.177
CL-0389,TX-02389,2023-09-15,app_movil,8.105.10.83
CL-0390,TX-02390,2024-10-27,POS,37.132.81.197
CL-0391,TX-02391,2023-08-06,POS,28.184.44.6
CL-0392,TX-02392,2024-01-04,online,2.61.253.30
CL-0393,TX-02393,2023-11-02,POS,2.248.248.55
CL-0394,TX-02394,2024-06-14,ATM,142.182.38.122
CL-0395,TX-02395,2024-06-02,online,41.97.136.103
CL-0396,TX-02396,2024-10-19,POS,117.42.226.7
CL-0397,TX-02397,2023-04-12,POS,189.41.53.174
CL-0398,TX-02398,2023-08-06,ATM,43.127.101.167
CL-0399,TX-02399,2024-03-12,app_movil,106.224.16.18
CL-0400,TX-02400,2024-06-15,online,78.127.250.68
CL-0401,TX-02401,2024-04-24,online,139.211.67.77
CL-0402,TX-02402,2024-04-11,POS,90.208.10.50
CL-0403,TX-02403,2023-01-04,app_movil,195.155.203.213
CL-0404,TX-02404,2023-05-08,POS,199.200.172.156
CL-0405,TX-02405,2023-08-05,POS,63.240.90.118
CL-0406,TX-02406,2023-05-23,app_movil,186.26.166.55
CL-0407,TX-02407,2024-03-12,ATM,209.220.69.49
CL-0408,TX-02408,2024-01-31,ATM,97.21.158.223
CL-0409,TX-02409,2023-08-04,online,48.157.165.109
CL-0410,TX-02410,2023-02-23,online,86.91.161.57
CL-0411,TX-02411,2023-11-09,transferencia,165.117.45.151
CL-0412,TX-02412,2023-10-31,online,120.205.198.154
CL-0413,TX-02413,2024-07-29,POS,109.192.15.173
CL-0414,TX-02414,2023-04-02,online,129.75.3.188
CL-0415,TX-02415,2023-03-12,app_movil,132.142.45.185
CL-0416,TX-02416,2023-02-20,app_movil,195.87.131.105
CL-0417,TX-02417,2023-02-13,online,142.57.201.188
CL-0418,TX-02418,2023-07-13,transferencia,159.59.244.113
CL-0419,TX-02419,2023-07-12,app_movil,69.85.113.250
CL-0420,TX-02420,2024-07-29,transferencia,82.183.250.129
CL-0421,TX-02421,2023-11-26,app_movil,173.205.106.203
CL-0422,TX-02422,2023-11-19,app_movil,52.227.247.162
CL-0423,TX-02423,2024-11-18,transferencia,165.118.132.8
CL-0424,TX-02424,2024-03-09,ATM,130.47.226.64
CL-0425,TX-02425,2023-06-21,POS,186.86.90.167
CL-0426,TX-02426,2023-08-04,transferencia,88.222.197.43
CL-0427,TX-02427,2023-08-08,online,37.149.182.11
CL-0428,TX-02428,2024-06-02,online,116.3.252.197
CL-0429,TX-02429,2023-05-11,transferencia,216.238.31.132
CL-0430,TX-02430,2023-07-16,ATM,16.148.58.55
CL-0431,TX-02431,2023-12-27,online,22.79.175.43
CL-0432,TX-02432,2023-01-22,online,35.224.25.202
CL-0433,TX-02433,2024-12-30,transferencia,185.100.134.99
CL-0434,TX-02434,2024-01-02,online,63.202.158.241
CL-0435,TX-02435,2024-11-11,POS,114.22.65.139
CL-0436,TX-02436,2023-04-16,POS,170.47.30.251
CL-0437,TX-02437,2024-03-03,online,159.73.74.197
CL-0438,TX-02438,2023-09-23,ATM,137.160.174.89
CL-0439,TX-02439,2024-02-27,app_movil,197.73.190.69
CL-0440,TX-02440,2024-05-01,online,203.21.134.13
CL-0441,TX-02441,2024-07-10,POS,3.22.16.172
CL-0442,TX-02442,2024-10-16,POS,78.200.248.120
CL-0443,TX-02443,2023-07-10,ATM,124.218.89.65
CL-0444,TX-02444,2023-10-03,app_movil,22.88.155.164
CL-0445,TX-02445,2023-07-12,app_movil,217.253.77.35
CL-0446,TX-02446,2023-07-25,transferencia,66.10.17.190
CL-0447,TX-02447,2024-07-26,online,86.113.32.59
CL-0448,TX-02448,2023-07-06,ATM,108.241.229.8
CL-0449,TX-02449,2023-01-15,POS,201.179.149.137
CL-0450,TX-02450,2024-09-06,transferencia,83.194.110.185
CL-0451,TX-02451,2024-08-05,transferencia,35.37.150.183
CL-0452,TX-02452,2023-04-21,transferencia,93.158.189.198
CL-0453,TX-02453,2024-11-29,transferencia,3.70.139.87
CL-0454,TX-02454,2024-12-13,ATM,122.70.108.10
CL-0455,TX-02455,2024-05-21,POS,14.83.229.36
CL-0456,TX-02456,2024-04-08,app_movil,162.38.76.70
CL-0457,TX-02457,2024-08-30,app_movil,147.182.197.63
CL-0458,TX-02458,2024-06-29,transferencia,55.148.46.123
CL-0459,TX-02459,2024-01-30,online,60.54.186.236
CL-0460,TX-02460,2023-03-28,app_movil,43.120.233.94
CL-0461,TX-02461,2024-02-17,app_movil,47.49.75.138
CL-0462,TX-02462,2024-03-25,POS,66.62.42.223
CL-0463,TX-02463,2024-04-17,POS,21.154.157.185
CL-0464,TX-02464,2024-07-15,transferencia,223.218.192.60
CL-0465,TX-02465,2023-09-19,online,78.31.98.149
CL-0466,TX-02466,2023-06-21,transferencia,165.153.37.219
CL-0467,TX-02467,2023-05-23,transferencia,45.62.6.176
CL-0468,TX-02468,2024-11-29,transferencia,58.56.100.142
CL-0469,TX-02469,2023-05-08,transferencia,141.128.126.35
CL-0470,TX-02470,2023-03-03,online,74.128.134.27
CL-0471,TX-02471,2024-10-06,ATM,78.194.228.45
CL-0472,TX-02472,2023-09-18,app_movil,184.27.1.102
CL-0473,TX-02473,2023-11-24,app_movil,168.254.194.222
CL-0474,TX-02474,2024-09-06,ATM,105.40.53.254
CL-0475,TX-02475,2024-07-03,online,27.214.114.41
CL-0476,TX-02476,2023-08-31,online,146.152.129.192
CL-0477,TX-02477,2024-03-18,online,175.241.222.65
CL-0478,TX-02478,2023-04-15,POS,64.229.184.118
CL-0479,TX-02479,2023-09-23,app_movil,126.130.62.124
CL-0480,TX-02480,2024-09-14,app_movil,110.252.146.242
CL-0481,TX-02481,2023-09-10,POS,97.185.146.227
CL-0482,TX-02482,2024-04-25,online,198.199.128.195
CL-0483,TX-02483,2023-12-25,app_movil,183.126.233.251
CL-0484,TX-02484,2023-02-22,app_movil,164.115.3.102
CL-0485,TX-02485,2023-07-04,app_movil,11.170.169.179
CL-0486,TX-02486,2023-04-28,app_movil,218.189.125.75
CL-0487,TX-02487,2023-07-10,POS,176.255.50.86
CL-0488,TX-02488,2023-09-15,app_movil,118.19.140.31
CL-0489,TX-02489,2024-01-01,ATM,111.130.231.113
CL-0490,TX-02490,2024-12-09,transferencia,195.169.56.143
CL-0491,TX-02491,2023-11-06,app_movil,111.52.127.27
CL-0492,TX-02492,2024-10-19,transferencia,198.119.42.93
CL-0493,TX-02493,2024-01-26,POS,193.236.194.6
CL-0494,TX-02494,2023-08-01,app_movil,1.157.81.219
CL-0495,TX-02495,2023-11-05,ATM,101.146.240.249
CL-0496,TX-02496,2023-11-29,ATM,92.40.131.36
CL-0497,TX-02497,2024-09-01,online,66.124.31.30
CL-0498,TX-02498,2023-12-30,online,83.120.90.40
CL-0499,TX-02499,2023-06-30,ATM,204.0.88.184
CL-0500,TX-02500,2024-03-19,app_movil,103.55.146.240
